case_id,prefix,second_byte,instruction_bytes,manual_mnemonic,modrm_constraints,initial_registers,initial_flags,initial_memory,current_dispatch_path,current_handler_or_result,expected_ip_advance,expected_registers,expected_flags,memory_and_io_effects,interrupt_or_exception,architectural_prefix_status,evidence_source,confidence,ssts_metadata_form,ssts_empty_prefetch_records,ssts_populated_prefetch_records,hardware_probe_cases
f2-0f-c4,f2,0xc4,f20fc4,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-c5,f2,0xc5,f20fc5,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-c6,f2,0xc6,f20fc6,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-c7,f2,0xc7,f20fc7,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-c8,f2,0xc8,f20fc8,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-c9,f2,0xc9,f20fc9,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-ca,f2,0xca,f20fca,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-cb,f2,0xcb,f20fcb,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-cc,f2,0xcc,f20fcc,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-cd,f2,0xcd,f20fcd,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-ce,f2,0xce,f20fce,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-cf,f2,0xcf,f20fcf,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d0,f2,0xd0,f20fd0,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d1,f2,0xd1,f20fd1,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d2,f2,0xd2,f20fd2,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d3,f2,0xd3,f20fd3,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d4,f2,0xd4,f20fd4,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d5,f2,0xd5,f20fd5,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d6,f2,0xd6,f20fd6,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d7,f2,0xd7,f20fd7,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d8,f2,0xd8,f20fd8,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-d9,f2,0xd9,f20fd9,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-da,f2,0xda,f20fda,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-db,f2,0xdb,f20fdb,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-dc,f2,0xdc,f20fdc,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
